symbol,company,series,arm,last_close,market_cap_cr,median_turnover_cr,min_turnover_cr,median_trades,median_volume,band_pct,circuit_days,circuit_frac,sessions_seen,sessions_traded,listing_date,listing_age_days,in_index_universe,mcap_pending,last_date,gsm_stage,asm,exclude_reason,gate_reason
CRIZAC,Crizac Limited,EQ,,184.44,3481.0,5.466,2.487,7939.0,281082.0,10.0,0,0.0,25,25,2025-07-09,380.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,,250.15,17437.0,77.729,24.204,32564.0,2853488.0,,0,0.0,25,25,2016-05-13,3724.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CROWN,Crown Lifters Limited,EQ,,114.38,,0.052,0.022,113.0,4620.0,20.0,0,0.0,25,25,2022-02-08,1627.0,False,False,2026-07-24,,,"illiquid: Rs5 lakh median daily turnover (floor Rs50 lakh); only 113 trades/day median — one operator's book, not a market","illiquid: Rs5 lakh median daily turnover (floor Rs50 lakh); only 113 trades/day median — one operator's book, not a market"
CSBBANK,CSB Bank Limited,EQ,,340.9,5914.0,13.676,5.59,13290.0,392402.0,20.0,0,0.0,25,25,2019-12-04,2424.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CSLFINANCE,CSL Finance Limited,EQ,mcap,213.84,487.0,0.676,0.132,607.0,29660.0,20.0,0,0.0,25,25,2022-07-21,1464.0,False,False,2026-07-24,,,,
CSM,CSM Technologies Limited,EQ,price,99.62,,4.866,2.975,3566.0,480585.0,20.0,0,0.0,7,7,2026-07-02,22.0,False,False,2026-07-24,,,"listed 22d ago — under a year of history, no trend to read","listed 22d ago — under a year of history, no trend to read"
CTE,Cambridge Technology Enterprises Limited,EQ,price,31.5,,0.018,0.005,69.0,5602.0,10.0,0,0.0,25,25,2007-02-07,7107.0,False,False,2026-07-24,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 69 trades/day median — one operator's book, not a market","illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 69 trades/day median — one operator's book, not a market"
CUB,City Union Bank Limited,EQ,,219.75,21773.0,57.471,19.545,39731.0,2595607.0,20.0,0,0.0,25,25,1998-08-25,10195.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CUBEXTUB,Cubex Tubings Limited,EQ,price,76.99,,0.28,0.15,796.0,35671.0,20.0,0,0.0,25,25,1996-04-24,11048.0,False,False,2026-07-24,,,illiquid: Rs28 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs28 lakh median daily turnover (floor Rs50 lakh)
CUMMINSIND,Cummins India Limited,EQ,,5600.5,155246.0,238.382,105.151,45506.0,425435.0,,0,0.0,25,25,1995-03-29,11440.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CUPID,Cupid Limited,EQ,,213.43,28699.0,565.284,247.441,132213.0,32137212.0,20.0,0,0.0,25,25,2016-09-16,3598.0,True,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging"
CURAA,Cura Technologies Limited,EQ,price,71.37,,0.005,0.0,31.0,553.0,10.0,0,0.0,25,25,2025-03-21,490.0,False,False,2026-07-24,0.0,,"GSM stage 0 — exchange surveillance, periodic call auction; illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 31 trades/day median — one operator's book, not a market","GSM stage 0 — exchange surveillance, periodic call auction; illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 31 trades/day median — one operator's book, not a market"
CYBERTECH,Cybertech Systems And Software Limited,BE,,147.18,,0.765,0.535,1131.5,50591.5,5.0,1,0.167,6,6,1999-01-27,10040.0,False,False,2026-06-29,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news
CYIENT,Cyient Limited,EQ,,840.05,9896.0,24.238,10.495,16443.0,275792.0,20.0,0,0.0,25,25,1998-09-30,10159.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
CYIENTDLM,Cyient DLM Limited,EQ,,670.45,5323.0,22.009,6.485,15383.0,452118.0,20.0,0,0.0,25,25,2023-07-10,1110.0,False,False,2026-07-24,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging","ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging"
DABUR,Dabur India Limited,EQ,,423.2,78826.0,75.617,27.085,28053.0,1705250.0,,0,0.0,25,25,1999-04-28,9949.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DAICHI,Dai-Ichi Karkaria Limited,BE,mcap,331.07,227.0,0.929,0.762,899.5,28260.0,5.0,0,0.0,4,4,2026-04-20,95.0,False,False,2026-06-24,,,"series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; listed 95d ago — under a year of history, no trend to read","series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; listed 95d ago — under a year of history, no trend to read"
DALBHARAT,Dalmia Bharat Limited,EQ,,1810.8,33107.0,48.898,13.258,24548.0,285039.0,,0,0.0,25,25,2019-01-22,2740.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,,361.95,2930.0,3.045,1.255,2899.0,90803.0,20.0,0,0.0,25,25,1996-01-17,11146.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DAMCAPITAL,Dam Capital Advisors Limited,EQ,,157.88,1116.0,4.001,1.798,3418.0,257563.0,20.0,0,0.0,25,25,2024-12-27,574.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DAMODARIND,Damodar Industries Limited,BE,price,32.13,,0.006,0.001,104.5,1893.5,5.0,1,0.083,12,12,2016-07-04,3672.0,False,False,2026-07-07,,,"series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 104 trades/day median — one operator's book, not a market","series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 104 trades/day median — one operator's book, not a market"
DANGEE,Dangee Dums Limited,EQ,price,2.95,,0.015,0.003,88.0,46288.0,5.0,0,0.0,25,25,2020-11-13,2079.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news; price Rs2.95 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 88 trades/day median — one operator's book, not a market","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news; price Rs2.95 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 88 trades/day median — one operator's book, not a market"
DATAMATICS,Datamatics Global Services Limited,EQ,,821.5,4843.0,6.587,3.704,5605.0,80189.0,20.0,0,0.0,25,25,2004-05-07,8113.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DATAPATTNS,Data Patterns (India) Limited,EQ,,4584.5,25666.0,347.126,150.62,63162.0,789794.0,20.0,0,0.0,25,25,2021-12-24,1673.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DAVANGERE,Davangere Sugar Company Limited,EQ,price,3.42,,1.223,0.589,1908.0,3733585.0,20.0,0,0.0,25,25,2024-01-25,911.0,False,False,2026-07-24,,,price Rs3.42 below the Rs5 floor (tick size ~1% of price; the spread eats the edge),price Rs3.42 below the Rs5 floor (tick size ~1% of price; the spread eats the edge)
DBCORP,D.B.Corp Limited,EQ,,208.75,3721.0,2.943,0.862,4134.0,145622.0,20.0,0,0.0,25,25,2010-01-06,6043.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DBL,Dilip Buildcon Limited,EQ,,420.25,7174.0,3.732,1.611,4485.0,92532.0,20.0,0,0.0,25,25,2016-08-11,3634.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DBOL,Dhampur Bio Organics Limited,EQ,mcap,102.09,678.0,0.581,0.524,708.0,54743.0,20.0,0,0.0,5,5,2022-09-08,1415.0,False,False,2026-07-24,,,,
DBSTOCKBRO,DB (International) Stock Brokers Limited,BE,price,42.3,,0.197,0.009,549.0,58047.5,5.0,4,0.286,14,14,2012-02-29,5259.0,False,False,2026-07-09,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs20 lakh median daily turnover (floor Rs50 lakh); closed at circuit on 29% of sessions — a stop cannot fill in a locked market,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs20 lakh median daily turnover (floor Rs50 lakh); closed at circuit on 29% of sessions — a stop cannot fill in a locked market
DCAL,Dishman Carbogen Amcis Limited,EQ,,183.58,2878.0,4.93,1.721,4348.0,272577.0,20.0,0,0.0,25,25,2017-09-21,3228.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DCBBANK,DCB Bank Limited,EQ,,186.24,5998.0,15.503,9.566,13108.0,824820.0,20.0,0,0.0,25,25,2006-10-27,7210.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DCI,Dc Infotech And Communication Limited,EQ,mcap,287.85,472.0,0.636,0.093,721.0,22526.5,20.0,0,0.0,10,10,2022-10-19,1374.0,False,False,2026-07-24,,,,
DCMSHRIRAM,DCM Shriram Limited,EQ,,1005.8,15998.0,4.227,1.798,6226.0,41407.0,20.0,0,0.0,25,25,1995-04-12,11426.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DCMSRIND,DCM Shriram Industries Limited,EQ,price+mcap,39.86,347.0,0.627,0.143,1173.0,149690.0,20.0,0,0.0,25,25,2021-12-24,1673.0,False,False,2026-07-24,,,,
DCW,DCW Limited,EQ,price,46.23,1364.0,4.301,2.505,4173.0,925339.0,20.0,0,0.0,25,25,1995-05-25,11383.0,False,False,2026-07-24,,,,
DCXINDIA,DCX Systems Limited,EQ,,180.68,2012.0,16.529,6.328,8250.0,814413.0,20.0,0,0.0,25,25,2022-11-11,1351.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DDEVPLSTIK,Ddev Plastiks Industries Limited,EQ,,275.65,2852.0,2.924,1.64,3411.0,104196.0,20.0,0,0.0,25,25,2025-01-15,555.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DECCANCE,Deccan Cements Limited,EQ,mcap,553.65,776.0,0.888,0.168,634.0,15186.0,20.0,0,0.0,25,25,2007-08-02,6931.0,False,False,2026-07-24,,,,
DECNGOLD,Deccan Gold Mines Limited,EQ,,194.52,3865.0,46.937,13.976,19820.0,2423309.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read","listed 95d ago — under a year of history, no trend to read"
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,,1573.2,20820.0,33.034,12.539,17450.0,216858.0,20.0,0,0.0,25,25,2003-01-17,8589.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DEEPAKNTR,Deepak Nitrite Limited,EQ,,1649.6,21251.0,26.061,13.362,16578.0,155166.0,20.0,0,0.0,25,25,2010-09-29,5777.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DEEPINDS,Deep Industries Limited,EQ,,479.6,3069.0,6.927,2.631,5220.0,148589.0,20.0,0,0.0,25,25,2021-04-27,1914.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DEFENCE,,,price,77.94,,1.573,0.851,769.0,200620.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
DELHIVERY,Delhivery Limited,EQ,,462.55,38000.0,229.063,79.132,59193.0,4910049.0,,0,0.0,25,25,2022-05-24,1522.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DELPHIFX,DELPHI WORLD MONEY LIMITED,BE,price,8.11,,0.124,0.039,301.0,148481.0,5.0,0,0.0,9,9,2011-06-28,5505.0,False,False,2026-07-02,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs12 lakh median daily turnover (floor Rs50 lakh),series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs12 lakh median daily turnover (floor Rs50 lakh)
DELTACORP,Delta Corp Limited,EQ,price,62.99,1688.0,6.526,3.867,5793.0,1010971.0,20.0,0,0.0,25,25,2007-11-02,6839.0,False,False,2026-07-24,,,,
DELTAMAGNT,Delta Manufacturing Limited,EQ,price,55.83,,0.011,0.002,51.0,1838.0,20.0,0,0.0,25,25,1995-10-18,11237.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 51 trades/day median — one operator's book, not a market","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 51 trades/day median — one operator's book, not a market"
DEN,Den Networks Limited,EQ,price,27.16,1296.0,2.135,0.801,3711.0,718452.0,20.0,0,0.0,25,25,2009-11-24,6086.0,False,False,2026-07-24,,,,
DENORA,De Nora India Limited,EQ,,852.55,,0.743,0.226,992.0,8281.0,20.0,0,0.0,25,25,1997-08-07,10578.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging"
DENTA,Denta Water and Infra Solutions Limited,EQ,mcap,336.65,898.0,12.951,4.401,10515.0,382187.0,20.0,0,0.0,25,25,2025-01-29,541.0,False,False,2026-07-24,,,,
DEVIT,Dev Information Technology Limited,EQ,price,26.07,,0.092,0.039,427.0,33487.0,20.0,0,0.0,25,25,2022-02-15,1620.0,False,False,2026-07-24,,,illiquid: Rs9 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs9 lakh median daily turnover (floor Rs50 lakh)
DEVX,Dev Accelerator Limited,EQ,price,33.9,,0.211,0.05,449.0,60287.0,20.0,0,0.0,25,25,2025-09-17,310.0,False,False,2026-07-24,,,"listed 310d ago — under a year of history, no trend to read; illiquid: Rs21 lakh median daily turnover (floor Rs50 lakh)","listed 310d ago — under a year of history, no trend to read; illiquid: Rs21 lakh median daily turnover (floor Rs50 lakh)"
DEVYANI,Devyani International Limited,EQ,,112.3,14079.0,15.442,4.07,15691.0,1412657.0,20.0,0,0.0,25,25,2021-08-16,1803.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DGCONTENT,Digicontent Limited,EQ,price,24.1,,0.044,0.002,81.0,16689.0,20.0,0,0.0,25,25,2019-06-18,2593.0,False,False,2026-07-24,,,"illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 81 trades/day median — one operator's book, not a market","illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 81 trades/day median — one operator's book, not a market"
DHAMPURSUG,Dhampur Sugar Mills Limited,EQ,mcap,142.12,914.0,1.859,1.158,2197.0,133377.0,20.0,0,0.0,25,25,1995-03-29,11440.0,False,False,2026-07-24,,,,
DHANBANK,Dhanlaxmi Bank Limited,EQ,price,34.29,1353.0,4.345,1.527,4591.0,1279693.0,20.0,0,0.0,25,25,2004-04-01,8149.0,False,False,2026-07-24,,,,
DHANUKA,Dhanuka Agritech Limited,EQ,,1013.3,4517.0,2.547,1.083,2256.0,25254.0,20.0,0,0.0,25,25,2011-06-29,5504.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DHARMAJ,Dharmaj Crop Guard Limited,EQ,mcap,260.95,882.0,0.667,0.164,1204.0,25189.0,20.0,0,0.0,25,25,2022-12-08,1324.0,False,False,2026-07-24,,,,
DHUNINV,Dhunseri Investments Limited,EQ,,864.7,,0.058,0.012,98.0,664.0,20.0,0,0.0,25,25,2011-03-18,5607.0,False,False,2026-07-24,,,"illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh); only 98 trades/day median — one operator's book, not a market","illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh); only 98 trades/day median — one operator's book, not a market"
DIACABS,Diamond Power Infrastructure Limited,EQ,,295.15,15554.0,121.082,40.889,34511.0,5770440.0,5.0,5,0.2,25,25,2023-09-15,1043.0,True,False,2026-07-24,,,5% circuit band — cannot exit on bad news,5% circuit band — cannot exit on bad news
DIAMINESQ,Diamines & Chemicals Limited,EQ,,246.9,,0.127,0.033,204.0,4941.0,20.0,0,0.0,25,25,2023-09-25,1033.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs13 lakh median daily turnover (floor Rs50 lakh); only 204 trades/day median — one operator's book, not a market","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs13 lakh median daily turnover (floor Rs50 lakh); only 204 trades/day median — one operator's book, not a market"
DIAMONDYD,Prataap Snacks Limited,EQ,,1111.4,2657.0,2.431,0.523,1457.0,21078.0,20.0,0,0.0,25,25,2017-10-05,3214.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DICIND,DIC India Limited,EQ,,517.5,,0.13,0.023,117.0,2553.0,20.0,0,0.0,25,25,1995-08-30,11286.0,False,False,2026-07-24,,,"illiquid: Rs13 lakh median daily turnover (floor Rs50 lakh); only 117 trades/day median — one operator's book, not a market","illiquid: Rs13 lakh median daily turnover (floor Rs50 lakh); only 117 trades/day median — one operator's book, not a market"
DIFFNKG,Diffusion Engineers Limited,EQ,,395.35,1480.0,4.347,1.723,4172.0,109131.0,20.0,0,0.0,25,25,2024-10-04,658.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DIGIDRIVE,Digidrive Distributors Limited,EQ,price,17.95,,0.028,0.007,137.0,15148.0,20.0,0,0.0,25,25,2024-01-10,926.0,False,False,2026-07-24,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 137 trades/day median — one operator's book, not a market","illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 137 trades/day median — one operator's book, not a market"
DIGITIDE,Digitide Solutions Limited,EQ,,101.22,1509.0,2.819,0.767,3394.0,307365.0,10.0,3,0.12,25,25,2025-06-11,408.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DIGJAMLMTD,Digjam Limited,EQ,price,40.4,,0.031,0.005,88.0,7055.0,20.0,0,0.0,25,25,2021-10-18,1740.0,False,False,2026-07-24,0.0,,"GSM stage 0 — exchange surveillance, periodic call auction; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 88 trades/day median — one operator's book, not a market","GSM stage 0 — exchange surveillance, periodic call auction; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 88 trades/day median — one operator's book, not a market"
DISAQ,Disa India Limited,EQ,,12110.0,,0.512,0.065,309.0,428.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read","listed 95d ago — under a year of history, no trend to read"
DIVGIITTS,Divgi Torqtransfer Systems Limited,EQ,,945.6,2892.0,4.195,1.927,3649.0,48987.0,20.0,0,0.0,25,25,2023-03-14,1228.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
DIVIDEND,,,price,35.1,,0.026,0.003,77.0,7154.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 77 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 77 trades/day median — one operator's book, not a market"
